ivfflat_probes,iterative_scan,ivfflat_max_probes,ann_limit,fts_limit,final_limit,exact_baseline_queries,ann_recall_at_5,ann_recall_at_10,ann_recall_at_20,latency_p50_ms,latency_p95_ms,latency_p99_ms,result_count_after_filters,status_distribution,index_used_normal_planner,index_used_forced
10,relaxed_order,60,100,30,20,5,0.32,0.46,0.44,8.983,9.304,9.304,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,100,50,10,5,0.32,0.46,0.44,8.995,9.325,9.325,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,100,50,15,5,0.32,0.46,0.44,9.219,10.979,10.979,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,100,50,20,5,0.32,0.46,0.44,9.063,9.241,9.241,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,100,75,10,5,0.32,0.46,0.44,8.819,9.379,9.379,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,100,75,15,5,0.32,0.46,0.44,8.779,9.016,9.016,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,100,75,20,5,0.32,0.46,0.44,9.101,9.716,9.716,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,100,100,10,5,0.32,0.46,0.44,8.839,9.601,9.601,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,100,100,15,5,0.32,0.46,0.44,9.466,9.922,9.922,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,100,100,20,5,0.32,0.46,0.44,9.191,9.305,9.305,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,150,30,10,5,0.32,0.46,0.44,9.05,9.313,9.313,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,150,30,15,5,0.32,0.46,0.44,8.863,9.079,9.079,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,150,30,20,5,0.32,0.46,0.44,8.994,9.103,9.103,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,150,50,10,5,0.32,0.46,0.44,9.095,9.329,9.329,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,150,50,15,5,0.32,0.46,0.44,8.976,9.134,9.134,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,150,50,20,5,0.32,0.46,0.44,9.014,9.265,9.265,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,150,75,10,5,0.32,0.46,0.44,9.199,9.886,9.886,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,150,75,15,5,0.32,0.46,0.44,9.244,9.506,9.506,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,150,75,20,5,0.32,0.46,0.44,9.202,9.312,9.312,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,150,100,10,5,0.32,0.46,0.44,9.009,9.659,9.659,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,150,100,15,5,0.32,0.46,0.44,9.342,9.638,9.638,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,150,100,20,5,0.32,0.46,0.44,9.17,9.677,9.677,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,200,30,10,5,0.32,0.46,0.44,9.078,9.267,9.267,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,200,30,15,5,0.32,0.46,0.44,9.486,9.576,9.576,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,200,30,20,5,0.32,0.46,0.44,9.214,9.687,9.687,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,200,50,10,5,0.32,0.46,0.44,8.91,9.194,9.194,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,200,50,15,5,0.32,0.46,0.44,8.955,9.074,9.074,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,200,50,20,5,0.32,0.46,0.44,8.973,9.411,9.411,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,200,75,10,5,0.32,0.46,0.44,8.859,9.066,9.066,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,200,75,15,5,0.32,0.46,0.44,9.087,9.345,9.345,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,200,75,20,5,0.32,0.46,0.44,9.399,9.566,9.566,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,60,200,100,10,5,0.32,0.46,0.44,9.009,9.822,9.822,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,60,200,100,15,5,0.32,0.46,0.44,9.377,9.564,9.564,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,60,200,100,20,5,0.32,0.46,0.44,9.137,9.435,9.435,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,50,30,10,5,0.32,0.46,0.62,9.302,9.472,9.472,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,50,30,15,5,0.32,0.46,0.62,9.085,9.191,9.191,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,50,30,20,5,0.32,0.46,0.62,8.869,9.245,9.245,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,50,50,10,5,0.32,0.46,0.62,9.147,9.575,9.575,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,50,50,15,5,0.32,0.46,0.62,8.933,9.403,9.403,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,50,50,20,5,0.32,0.46,0.62,9.04,9.304,9.304,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,50,75,10,5,0.32,0.46,0.62,8.887,9.054,9.054,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,50,75,15,5,0.32,0.46,0.62,9.194,9.261,9.261,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,50,75,20,5,0.32,0.46,0.62,9.123,9.603,9.603,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,50,100,10,5,0.32,0.46,0.62,9.095,9.658,9.658,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,50,100,15,5,0.32,0.46,0.62,9.121,9.729,9.729,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,50,100,20,5,0.32,0.46,0.62,9.115,9.599,9.599,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,75,30,10,5,0.32,0.46,0.62,8.822,9.048,9.048,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,75,30,15,5,0.32,0.46,0.62,8.827,9.043,9.043,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,75,30,20,5,0.32,0.46,0.62,8.997,9.155,9.155,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,75,50,10,5,0.32,0.46,0.62,8.626,9.008,9.008,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,75,50,15,5,0.32,0.46,0.62,8.893,9.495,9.495,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,75,50,20,5,0.32,0.46,0.62,9.063,9.351,9.351,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,75,75,10,5,0.32,0.46,0.62,8.959,9.321,9.321,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,75,75,15,5,0.32,0.46,0.62,8.911,8.987,8.987,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,75,75,20,5,0.32,0.46,0.62,8.848,9.202,9.202,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,75,100,10,5,0.32,0.46,0.62,9.105,9.924,9.924,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,75,100,15,5,0.32,0.46,0.62,9.251,11.213,11.213,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,75,100,20,5,0.32,0.46,0.62,9.182,9.524,9.524,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,100,30,10,5,0.32,0.46,0.62,9.121,9.419,9.419,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,100,30,15,5,0.32,0.46,0.62,8.823,9.008,9.008,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,100,30,20,5,0.32,0.46,0.62,8.94,9.052,9.052,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,100,50,10,5,0.32,0.46,0.62,8.649,8.911,8.911,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,100,50,15,5,0.32,0.46,0.62,9.091,9.499,9.499,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,100,50,20,5,0.32,0.46,0.62,9.119,10.906,10.906,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,100,75,10,5,0.32,0.46,0.62,9.413,9.567,9.567,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,100,75,15,5,0.32,0.46,0.62,9.096,9.526,9.526,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,100,75,20,5,0.32,0.46,0.62,9.171,9.386,9.386,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,100,100,10,5,0.32,0.46,0.62,8.931,12.037,12.037,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,100,100,15,5,0.32,0.46,0.62,9.006,9.504,9.504,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,100,100,20,5,0.32,0.46,0.62,9.45,9.9,9.9,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,150,30,10,5,0.32,0.46,0.62,8.775,9.015,9.015,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,150,30,15,5,0.32,0.46,0.62,8.788,8.958,8.958,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,150,30,20,5,0.32,0.46,0.62,8.749,9.315,9.315,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,150,50,10,5,0.32,0.46,0.62,9.11,9.466,9.466,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,150,50,15,5,0.32,0.46,0.62,9.503,9.566,9.566,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,150,50,20,5,0.32,0.46,0.62,9.969,10.815,10.815,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,150,75,10,5,0.32,0.46,0.62,9.16,9.388,9.388,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,150,75,15,5,0.32,0.46,0.62,9.165,9.294,9.294,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,150,75,20,5,0.32,0.46,0.62,9.22,11.144,11.144,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,150,100,10,5,0.32,0.46,0.62,9.175,10.206,10.206,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,150,100,15,5,0.32,0.46,0.62,9.424,9.773,9.773,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,150,100,20,5,0.32,0.46,0.62,9.353,9.544,9.544,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,200,30,10,5,0.32,0.46,0.62,9.054,9.184,9.184,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,200,30,15,5,0.32,0.46,0.62,9.073,9.29,9.29,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,200,30,20,5,0.32,0.46,0.62,9.002,9.225,9.225,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,200,50,10,5,0.32,0.46,0.62,8.822,9.865,9.865,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,200,50,15,5,0.32,0.46,0.62,9.102,9.599,9.599,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,200,50,20,5,0.32,0.46,0.62,9.188,9.791,9.791,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,200,75,10,5,0.32,0.46,0.62,9.198,10.86,10.86,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,200,75,15,5,0.32,0.46,0.62,9.347,9.847,9.847,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,200,75,20,5,0.32,0.46,0.62,9.285,9.314,9.314,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
10,relaxed_order,120,200,100,10,5,0.32,0.46,0.62,9.396,9.677,9.677,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
10,relaxed_order,120,200,100,15,5,0.32,0.46,0.62,9.289,9.315,9.315,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
10,relaxed_order,120,200,100,20,5,0.32,0.46,0.62,9.196,9.5,9.5,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,50,30,10,5,0.32,0.38,0.35,9.114,9.74,9.74,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,50,30,15,5,0.32,0.38,0.35,8.92,9.466,9.466,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,50,30,20,5,0.32,0.38,0.35,9.273,9.64,9.64,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,50,50,10,5,0.32,0.38,0.35,9.079,9.524,9.524,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,50,50,15,5,0.32,0.38,0.35,9.466,9.627,9.627,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,50,50,20,5,0.32,0.38,0.35,9.537,10.018,10.018,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,50,75,10,5,0.32,0.38,0.35,9.149,9.367,9.367,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,50,75,15,5,0.32,0.38,0.35,9.222,9.719,9.719,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,50,75,20,5,0.32,0.38,0.35,9.504,9.791,9.791,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,50,100,10,5,0.32,0.38,0.35,9.448,10.084,10.084,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,50,100,15,5,0.32,0.38,0.35,9.236,9.526,9.526,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,50,100,20,5,0.32,0.38,0.35,8.872,9.128,9.128,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,75,30,10,5,0.32,0.38,0.35,8.944,9.366,9.366,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,75,30,15,5,0.32,0.38,0.35,8.95,9.254,9.254,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,75,30,20,5,0.32,0.38,0.35,9.051,9.436,9.436,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,75,50,10,5,0.32,0.38,0.35,8.87,9.17,9.17,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,75,50,15,5,0.32,0.38,0.35,8.931,9.013,9.013,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,75,50,20,5,0.32,0.38,0.35,9.161,9.842,9.842,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,75,75,10,5,0.32,0.38,0.35,8.969,9.225,9.225,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,75,75,15,5,0.32,0.38,0.35,9.11,9.194,9.194,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,75,75,20,5,0.32,0.38,0.35,9.378,9.68,9.68,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,75,100,10,5,0.32,0.38,0.35,8.854,9.292,9.292,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,75,100,15,5,0.32,0.38,0.35,8.656,9.426,9.426,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,75,100,20,5,0.32,0.38,0.35,8.829,9.143,9.143,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,100,30,10,5,0.32,0.38,0.35,8.747,8.88,8.88,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,100,30,15,5,0.32,0.38,0.35,8.94,9.56,9.56,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,100,30,20,5,0.32,0.38,0.35,8.869,9.032,9.032,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,100,50,10,5,0.32,0.38,0.35,8.779,8.971,8.971,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,100,50,15,5,0.32,0.38,0.35,8.79,9.221,9.221,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,100,50,20,5,0.32,0.38,0.35,8.982,9.237,9.237,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,100,75,10,5,0.32,0.38,0.35,8.968,11.575,11.575,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,100,75,15,5,0.32,0.38,0.35,9.001,9.723,9.723,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,100,75,20,5,0.32,0.38,0.35,9.111,9.436,9.436,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,100,100,10,5,0.32,0.38,0.35,9.663,10.104,10.104,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,100,100,15,5,0.32,0.38,0.35,9.025,9.617,9.617,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,100,100,20,5,0.32,0.38,0.35,9.456,9.802,9.802,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,150,30,10,5,0.32,0.38,0.35,8.786,8.91,8.91,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,150,30,15,5,0.32,0.38,0.35,8.861,9.145,9.145,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,150,30,20,5,0.32,0.38,0.35,9.17,9.754,9.754,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,150,50,10,5,0.32,0.38,0.35,9.078,9.627,9.627,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,150,50,15,5,0.32,0.38,0.35,8.826,9.143,9.143,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,150,50,20,5,0.32,0.38,0.35,8.867,9.388,9.388,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,150,75,10,5,0.32,0.38,0.35,8.917,9.074,9.074,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,150,75,15,5,0.32,0.38,0.35,9.198,9.365,9.365,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,150,75,20,5,0.32,0.38,0.35,9.137,9.3,9.3,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,off,60,150,100,10,5,0.32,0.38,0.35,9.062,9.219,9.219,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,off,60,150,100,15,5,0.32,0.38,0.35,8.962,9.145,9.145,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,off,60,150,100,20,5,0.32,0.38,0.35,9.123,9.607,9.607,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
