ivfflat_probes,iterative_scan,ivfflat_max_probes,ann_limit,fts_limit,final_limit,exact_baseline_queries,ann_recall_at_5,ann_recall_at_10,ann_recall_at_20,latency_p50_ms,latency_p95_ms,latency_p99_ms,result_count_after_filters,status_distribution,index_used_normal_planner,index_used_forced
30,relaxed_order,120,75,30,10,5,0.36,0.48,0.62,8.537,9.415,9.415,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,75,30,15,5,0.36,0.48,0.62,9.274,9.542,9.542,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,75,30,20,5,0.36,0.48,0.62,9.225,9.386,9.386,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,75,50,10,5,0.36,0.48,0.62,8.942,9.192,9.192,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,75,50,15,5,0.36,0.48,0.62,9.169,9.317,9.317,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,75,50,20,5,0.36,0.48,0.62,9.073,9.428,9.428,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,75,75,10,5,0.36,0.48,0.62,8.961,9.204,9.204,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,75,75,15,5,0.36,0.48,0.62,9.135,9.549,9.549,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,75,75,20,5,0.36,0.48,0.62,9.397,9.571,9.571,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,75,100,10,5,0.36,0.48,0.62,8.878,9.364,9.364,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,75,100,15,5,0.36,0.48,0.62,8.674,9.136,9.136,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,75,100,20,5,0.36,0.48,0.62,8.667,8.961,8.961,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,100,30,10,5,0.36,0.48,0.62,8.77,10.999,10.999,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,100,30,15,5,0.36,0.48,0.62,8.625,8.78,8.78,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,100,30,20,5,0.36,0.48,0.62,8.514,8.959,8.959,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,100,50,10,5,0.36,0.48,0.62,8.36,8.936,8.936,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,100,50,15,5,0.36,0.48,0.62,8.389,8.489,8.489,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,100,50,20,5,0.36,0.48,0.62,8.912,9.135,9.135,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,100,75,10,5,0.36,0.48,0.62,8.899,9.054,9.054,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,100,75,15,5,0.36,0.48,0.62,8.947,9.248,9.248,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,100,75,20,5,0.36,0.48,0.62,8.737,9.42,9.42,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,100,100,10,5,0.36,0.48,0.62,8.427,8.953,8.953,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,100,100,15,5,0.36,0.48,0.62,8.812,9.292,9.292,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,100,100,20,5,0.36,0.48,0.62,9.027,10.478,10.478,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,150,30,10,5,0.36,0.48,0.62,8.768,9.242,9.242,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,150,30,15,5,0.36,0.48,0.62,9.123,10.161,10.161,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,150,30,20,5,0.36,0.48,0.62,9.241,10.338,10.338,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,150,50,10,5,0.36,0.48,0.62,9.008,10.225,10.225,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,150,50,15,5,0.36,0.48,0.62,8.962,10.146,10.146,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,150,50,20,5,0.36,0.48,0.62,8.937,9.283,9.283,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,150,75,10,5,0.36,0.48,0.62,8.739,9.624,9.624,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,150,75,15,5,0.36,0.48,0.62,8.851,9.031,9.031,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,150,75,20,5,0.36,0.48,0.62,8.667,9.289,9.289,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,150,100,10,5,0.36,0.48,0.62,9.119,9.303,9.303,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,150,100,15,5,0.36,0.48,0.62,9.152,10.003,10.003,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,150,100,20,5,0.36,0.48,0.62,8.805,9.556,9.556,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,200,30,10,5,0.36,0.48,0.62,8.731,9.16,9.16,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,200,30,15,5,0.36,0.48,0.62,8.846,9.042,9.042,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,200,30,20,5,0.36,0.48,0.62,9.28,10.183,10.183,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,200,50,10,5,0.36,0.48,0.62,8.717,9.075,9.075,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,200,50,15,5,0.36,0.48,0.62,8.576,8.933,8.933,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,200,50,20,5,0.36,0.48,0.62,8.685,9.076,9.076,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,200,75,10,5,0.36,0.48,0.62,8.749,9.027,9.027,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,200,75,15,5,0.36,0.48,0.62,8.814,8.956,8.956,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,200,75,20,5,0.36,0.48,0.62,8.868,9.221,9.221,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
30,relaxed_order,120,200,100,10,5,0.36,0.48,0.62,8.653,8.805,8.805,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
30,relaxed_order,120,200,100,15,5,0.36,0.48,0.62,8.717,8.953,8.953,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
30,relaxed_order,120,200,100,20,5,0.36,0.48,0.62,8.65,8.782,8.782,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,50,30,10,5,0.44,0.48,0.44,9.192,10.732,10.732,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,50,30,15,5,0.44,0.48,0.44,8.456,9.003,9.003,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,50,30,20,5,0.44,0.48,0.44,8.646,8.878,8.878,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,50,50,10,5,0.44,0.48,0.44,8.52,8.81,8.81,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,50,50,15,5,0.44,0.48,0.44,8.29,8.511,8.511,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,50,50,20,5,0.44,0.48,0.44,8.699,9.356,9.356,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,50,75,10,5,0.44,0.48,0.44,8.351,8.627,8.627,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,50,75,15,5,0.44,0.48,0.44,8.417,9.305,9.305,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,50,75,20,5,0.44,0.48,0.44,8.612,10.798,10.798,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,50,100,10,5,0.44,0.48,0.44,8.888,9.093,9.093,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,50,100,15,5,0.44,0.48,0.44,8.654,8.71,8.71,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,50,100,20,5,0.44,0.48,0.44,8.769,9.204,9.204,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,75,30,10,5,0.44,0.48,0.44,8.968,9.412,9.412,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,75,30,15,5,0.44,0.48,0.44,8.732,9.077,9.077,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,75,30,20,5,0.44,0.48,0.44,9.443,9.509,9.509,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,75,50,10,5,0.44,0.48,0.44,8.715,9.078,9.078,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,75,50,15,5,0.44,0.48,0.44,9.304,9.603,9.603,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,75,50,20,5,0.44,0.48,0.44,9.635,10.097,10.097,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,75,75,10,5,0.44,0.48,0.44,8.79,9.109,9.109,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,75,75,15,5,0.44,0.48,0.44,8.567,8.74,8.74,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,75,75,20,5,0.44,0.48,0.44,8.693,8.811,8.811,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,75,100,10,5,0.44,0.48,0.44,8.867,9.432,9.432,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,75,100,15,5,0.44,0.48,0.44,8.847,8.939,8.939,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,75,100,20,5,0.44,0.48,0.44,8.653,8.945,8.945,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,100,30,10,5,0.44,0.48,0.44,8.35,8.839,8.839,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,100,30,15,5,0.44,0.48,0.44,8.768,9.117,9.117,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,100,30,20,5,0.44,0.48,0.44,9.243,10.378,10.378,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,100,50,10,5,0.44,0.48,0.44,9.115,9.537,9.537,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,100,50,15,5,0.44,0.48,0.44,8.864,9.068,9.068,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,100,50,20,5,0.44,0.48,0.44,8.805,9.229,9.229,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,100,75,10,5,0.44,0.48,0.44,8.708,9.221,9.221,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,100,75,15,5,0.44,0.48,0.44,9.546,12.5,12.5,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,100,75,20,5,0.44,0.48,0.44,9.184,9.748,9.748,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,100,100,10,5,0.44,0.48,0.44,8.726,9.569,9.569,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,100,100,15,5,0.44,0.48,0.44,8.613,9.169,9.169,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,100,100,20,5,0.44,0.48,0.44,8.545,9.286,9.286,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,150,30,10,5,0.44,0.48,0.44,8.611,8.758,8.758,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,150,30,15,5,0.44,0.48,0.44,8.783,9.008,9.008,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,150,30,20,5,0.44,0.48,0.44,8.573,8.845,8.845,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,150,50,10,5,0.44,0.48,0.44,8.718,9.175,9.175,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,150,50,15,5,0.44,0.48,0.44,8.604,9.108,9.108,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,150,50,20,5,0.44,0.48,0.44,8.842,9.016,9.016,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,150,75,10,5,0.44,0.48,0.44,8.757,9.182,9.182,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,150,75,15,5,0.44,0.48,0.44,8.739,9.085,9.085,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,150,75,20,5,0.44,0.48,0.44,8.907,9.02,9.02,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,150,100,10,5,0.44,0.48,0.44,8.577,8.999,8.999,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,150,100,15,5,0.44,0.48,0.44,8.617,9.791,9.791,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,150,100,20,5,0.44,0.48,0.44,9.161,9.558,9.558,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,200,30,10,5,0.44,0.48,0.44,8.788,9.207,9.207,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,200,30,15,5,0.44,0.48,0.44,8.922,9.434,9.434,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,200,30,20,5,0.44,0.48,0.44,9.07,9.546,9.546,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,200,50,10,5,0.44,0.48,0.44,8.896,10.548,10.548,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,200,50,15,5,0.44,0.48,0.44,8.669,9.1,9.1,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,200,50,20,5,0.44,0.48,0.44,8.92,11.971,11.971,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,200,75,10,5,0.44,0.48,0.44,8.67,9.265,9.265,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,200,75,15,5,0.44,0.48,0.44,8.624,9.608,9.608,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,200,75,20,5,0.44,0.48,0.44,8.596,9.084,9.084,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,60,200,100,10,5,0.44,0.48,0.44,8.748,9.251,9.251,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,60,200,100,15,5,0.44,0.48,0.44,8.465,8.913,8.913,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,60,200,100,20,5,0.44,0.48,0.44,8.752,9.001,9.001,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,50,30,10,5,0.44,0.48,0.44,8.626,9.077,9.077,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,50,30,15,5,0.44,0.48,0.44,8.556,8.906,8.906,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,50,30,20,5,0.44,0.48,0.44,8.603,9.177,9.177,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,50,50,10,5,0.44,0.48,0.44,8.64,9.296,9.296,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,50,50,15,5,0.44,0.48,0.44,8.88,9.204,9.204,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,50,50,20,5,0.44,0.48,0.44,8.588,8.819,8.819,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,50,75,10,5,0.44,0.48,0.44,8.598,8.982,8.982,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,50,75,15,5,0.44,0.48,0.44,8.761,8.974,8.974,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,50,75,20,5,0.44,0.48,0.44,8.78,9.173,9.173,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,50,100,10,5,0.44,0.48,0.44,8.621,9.44,9.44,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,50,100,15,5,0.44,0.48,0.44,8.998,9.242,9.242,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,50,100,20,5,0.44,0.48,0.44,9.145,9.398,9.398,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,75,30,10,5,0.44,0.48,0.44,9.156,9.41,9.41,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,75,30,15,5,0.44,0.48,0.44,9.07,9.232,9.232,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,75,30,20,5,0.44,0.48,0.44,9.089,9.332,9.332,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,75,50,10,5,0.44,0.48,0.44,9.092,9.368,9.368,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,75,50,15,5,0.44,0.48,0.44,8.727,9.021,9.021,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,75,50,20,5,0.44,0.48,0.44,9.105,9.269,9.269,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,75,75,10,5,0.44,0.48,0.44,8.592,8.71,8.71,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,75,75,15,5,0.44,0.48,0.44,8.743,9.102,9.102,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,75,75,20,5,0.44,0.48,0.44,8.7,9.183,9.183,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,75,100,10,5,0.44,0.48,0.44,8.946,9.974,9.974,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,75,100,15,5,0.44,0.48,0.44,9.246,9.619,9.619,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,75,100,20,5,0.44,0.48,0.44,9.042,9.37,9.37,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,100,30,10,5,0.44,0.48,0.44,8.85,8.936,8.936,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,100,30,15,5,0.44,0.48,0.44,8.712,8.98,8.98,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,100,30,20,5,0.44,0.48,0.44,8.813,9.039,9.039,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,100,50,10,5,0.44,0.48,0.44,8.589,9.147,9.147,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,100,50,15,5,0.44,0.48,0.44,8.795,8.87,8.87,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,100,50,20,5,0.44,0.48,0.44,8.706,8.932,8.932,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,100,75,10,5,0.44,0.48,0.44,8.497,8.571,8.571,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,100,75,15,5,0.44,0.48,0.44,8.438,8.625,8.625,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,100,75,20,5,0.44,0.48,0.44,8.4,9.297,9.297,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,100,100,10,5,0.44,0.48,0.44,8.491,8.78,8.78,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,100,100,15,5,0.44,0.48,0.44,8.689,10.918,10.918,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
60,off,120,100,100,20,5,0.44,0.48,0.44,8.584,9.069,9.069,100,"{""active"": 42, ""repealed"": 29, ""unknown"": 29}",False,True
60,off,120,150,30,10,5,0.44,0.48,0.44,8.74,8.973,8.973,50,"{""active"": 29, ""repealed"": 10, ""unknown"": 11}",False,True
60,off,120,150,30,15,5,0.44,0.48,0.44,8.625,8.848,8.848,75,"{""active"": 38, ""repealed"": 18, ""unknown"": 19}",False,True
