"query_id","language","intent","content_domain","status_scope","answerable","split","expected_provisions","technical_expected_result","reviewer_batch_ref","correct_authority","correct_version","correct_provision","citation_supports_claim","material_omission","unsafe_legal_conclusion","preferred_answer","reviewer_comments","reviewer_name","review_date"
"HY-SEM-070","hy","armenian_semantic","knowledge_base","current","true","dev","N 1035-Լ","expected_document_ids=7af436d4-03b6-451b-8dec-709d226445ac expected_provisions=N 1035-Լ answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-070)","","","","","","","","","",""
"HY-SEM-071","hy","armenian_semantic","knowledge_base","current","true","dev","N 1170-Ա","expected_document_ids=7c3c2d23-ffcb-4f09-9f34-6acabfde68b6 expected_provisions=N 1170-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-071)","","","","","","","","","",""
"HY-SEM-072","hy","armenian_semantic","knowledge_base","current","true","dev","N 1123-Լ","expected_document_ids=7c49fcc6-fe73-40b4-9f2b-cca2f6bec464 expected_provisions=N 1123-Լ answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-072)","","","","","","","","","",""
"HY-SEM-073","hy","armenian_semantic","knowledge_base","current","true","dev","N 2213-Ա","expected_document_ids=7ca7e1bf-6e8a-41d8-a2d8-6d028eb46459 expected_provisions=N 2213-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-073)","","","","","","","","","",""
"HY-SEM-074","hy","armenian_semantic","knowledge_base","current","true","dev","N 1079-Ա","expected_document_ids=7fc3a30f-f4ba-47e2-af59-55e164a09403 expected_provisions=N 1079-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-074)","","","","","","","","","",""
"HY-SEM-075","hy","armenian_semantic","knowledge_base","current","true","dev","N 470-Ա","expected_document_ids=802bac89-dcc2-492c-86e6-3af4b5a4305b expected_provisions=N 470-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-075)","","","","","","","","","",""
"HY-SEM-076","hy","armenian_semantic","knowledge_base","current","true","dev","թիվ 43-Ն","expected_document_ids=809003ac-b85b-4a0c-9e3a-d4cc899055e1 expected_provisions=թիվ 43-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-076)","","","","","","","","","",""
"HY-SEM-077","hy","armenian_semantic","knowledge_base","current","true","dev","N 1021-Ա","expected_document_ids=8203b544-7acf-4cbf-bb84-169f93eb344c expected_provisions=N 1021-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-077)","","","","","","","","","",""
"HY-SEM-078","hy","armenian_semantic","knowledge_base","current","true","dev","N 1063-Ա","expected_document_ids=8511c53c-82c8-4fb1-a639-1381736b2d69 expected_provisions=N 1063-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-078)","","","","","","","","","",""
"HY-SEM-079","hy","armenian_semantic","knowledge_base","current","true","dev","թիվ 106-Ա","expected_document_ids=86172bbf-3eec-4dc3-9ca3-2fdca8faf232 expected_provisions=թիվ 106-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-079)","","","","","","","","","",""
"HY-SEM-080","hy","armenian_semantic","knowledge_base","current","true","dev","N 1051-Ա","expected_document_ids=8627a6aa-9909-48ad-8728-9a24003e79ce expected_provisions=N 1051-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-080)","","","","","","","","","",""
"HY-SEM-081","hy","armenian_semantic","knowledge_base","current","true","test","N 1114-Ա","expected_document_ids=867c653d-6136-4c8e-8860-bc54c880f7fe expected_provisions=N 1114-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-081)","","","","","","","","","",""
"HY-SEM-082","hy","armenian_semantic","knowledge_base","current","true","test","N 1088-Ա","expected_document_ids=8749dbf3-a945-4b50-9665-8cd7a3e4edb2 expected_provisions=N 1088-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-082)","","","","","","","","","",""
"HY-SEM-083","hy","armenian_semantic","knowledge_base","current","true","test","N 1095-Ն","expected_document_ids=8845caa1-6d30-4f97-81f6-2e5f2d8037fe expected_provisions=N 1095-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-083)","","","","","","","","","",""
"HY-SEM-084","hy","armenian_semantic","knowledge_base","current","true","test","N 1130-Ա","expected_document_ids=895b2558-0828-4280-89b5-967909125077 expected_provisions=N 1130-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-084)","","","","","","","","","",""
"HY-SEM-085","hy","armenian_semantic","knowledge_base","current","true","test","N 1073-Ա","expected_document_ids=8deca94c-3587-43a9-a43a-02959cbdb498 expected_provisions=N 1073-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-085)","","","","","","","","","",""
"HY-SEM-086","hy","armenian_semantic","knowledge_base","current","true","test","N 1043-Ա","expected_document_ids=8e48c8b4-c7ec-4ef5-9774-ba4b37cc4688 expected_provisions=N 1043-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-086)","","","","","","","","","",""
"HY-SEM-087","hy","armenian_semantic","knowledge_base","current","true","test","N 1184-Ա","expected_document_ids=8fa16041-96f5-469d-8950-482e3c0c5706 expected_provisions=N 1184-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-087)","","","","","","","","","",""
"HY-SEM-088","hy","armenian_semantic","knowledge_base","current","true","test","N 1147-Ա","expected_document_ids=92631721-9961-49f0-ac27-36566214b2dd expected_provisions=N 1147-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-088)","","","","","","","","","",""
"HY-SEM-089","hy","armenian_semantic","knowledge_base","current","true","test","N 1050-Ա","expected_document_ids=9431748f-6523-4465-bc11-1dcf26c91887 expected_provisions=N 1050-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-089)","","","","","","","","","",""
"HY-SEM-090","hy","armenian_semantic","knowledge_base","current","true","test","N 1091-Ն","expected_document_ids=9690cdcd-4db9-42ac-b892-c9d664296cac expected_provisions=N 1091-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-090)","","","","","","","","","",""
"HY-SEM-091","hy","armenian_semantic","knowledge_base","current","true","test","N 1140-Ա","expected_document_ids=99deda50-ef98-4288-8be2-376216a648ca expected_provisions=N 1140-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-091)","","","","","","","","","",""
"HY-SEM-092","hy","armenian_semantic","knowledge_base","current","true","test","N 36-Ն","expected_document_ids=9bee21bd-c54c-4620-9d38-792553569d2d expected_provisions=N 36-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-092)","","","","","","","","","",""
"HY-SEM-093","hy","armenian_semantic","knowledge_base","current","true","test","N 1082-Ա","expected_document_ids=9e10f83a-2b3e-4d71-a53e-c0584346da70 expected_provisions=N 1082-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-093)","","","","","","","","","",""
"HY-SEM-094","hy","armenian_semantic","knowledge_base","current","true","test","N 2232-Ա","expected_document_ids=a2efb856-4523-4250-8c0b-8c3cbe5db5a5 expected_provisions=N 2232-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-094)","","","","","","","","","",""
"HY-SEM-095","hy","armenian_semantic","knowledge_base","current","true","test","N 1055-Ա","expected_document_ids=a3a4ced9-eb58-4640-b5bb-e70a173f354a expected_provisions=N 1055-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-095)","","","","","","","","","",""
"HY-SEM-096","hy","armenian_semantic","knowledge_base","current","true","test","N 1037-Ա","expected_document_ids=a42764b5-04d0-4bdf-8ec5-3cc59364ecde expected_provisions=N 1037-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-096)","","","","","","","","","",""
"HY-SEM-097","hy","armenian_semantic","knowledge_base","current","true","test","N 1067-Ա","expected_document_ids=a68b650c-8d99-461c-b034-d89726d4d2d2 expected_provisions=N 1067-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-097)","","","","","","","","","",""
"HY-SEM-098","hy","armenian_semantic","knowledge_base","current","true","test","N 1105-Ա","expected_document_ids=a9b2f537-eb47-4777-b3a5-832141376d9e expected_provisions=N 1105-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-098)","","","","","","","","","",""
"HY-SEM-099","hy","armenian_semantic","knowledge_base","current","true","test","N 1075-Ա","expected_document_ids=aab7dade-e6d7-486d-81f1-9f2a5d2a00f1 expected_provisions=N 1075-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-099)","","","","","","","","","",""
"HY-SEM-100","hy","armenian_semantic","knowledge_base","current","true","test","N 1096-Ն","expected_document_ids=b020d822-bdee-4792-b478-ff447ba7ed48 expected_provisions=N 1096-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=HY-SEM-100)","","","","","","","","","",""
"EXACT-001","hy","exact_law_article","knowledge_base","current","true","train","N 1044-Ա","expected_document_ids=b0a39785-8f5d-4e54-ac23-9bfd0d2bcf08 expected_provisions=N 1044-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-001)","","","","","","","","","",""
"EXACT-002","hy","exact_law_article","knowledge_base","current","true","train","N 976-Ն","expected_document_ids=b1b396a3-f571-4f4d-a3e2-e6d8bf32e453 expected_provisions=N 976-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-002)","","","","","","","","","",""
"EXACT-003","hy","exact_law_article","knowledge_base","current","true","train","N 2190-Ա","expected_document_ids=b1fd05c4-f477-47b2-90a1-478725f0ff30 expected_provisions=N 2190-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-003)","","","","","","","","","",""
"EXACT-004","hy","exact_law_article","knowledge_base","current","true","train","N 995-Ա","expected_document_ids=b2d55193-69af-4c00-b568-46a4a55bf4c1 expected_provisions=N 995-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-004)","","","","","","","","","",""
"EXACT-005","hy","exact_law_article","knowledge_base","current","true","train","N 479-Ա","expected_document_ids=b4c16df9-1763-4495-94bb-027f848c23eb expected_provisions=N 479-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-005)","","","","","","","","","",""
"EXACT-006","hy","exact_law_article","knowledge_base","current","true","train","N 1024-Ա","expected_document_ids=b5c814f3-0823-4dc5-a4bd-616906bd0949 expected_provisions=N 1024-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-006)","","","","","","","","","",""
"EXACT-007","hy","exact_law_article","knowledge_base","current","true","train","N 1134-Ա","expected_document_ids=b6667a02-0dc9-48b9-9cd2-4f794c77ea00 expected_provisions=N 1134-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-007)","","","","","","","","","",""
"EXACT-008","hy","exact_law_article","knowledge_base","current","true","train","N 1176-Ա","expected_document_ids=b7f4426f-506d-4af0-b42b-0eb46b4cb584 expected_provisions=N 1176-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-008)","","","","","","","","","",""
"EXACT-009","hy","exact_law_article","knowledge_base","current","true","train","N 520-Ն","expected_document_ids=bb61fa92-f4fa-4532-94e4-176b5b805500 expected_provisions=N 520-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-009)","","","","","","","","","",""
"EXACT-010","hy","exact_law_article","knowledge_base","current","true","train","N 1200-Ա","expected_document_ids=bea807a7-e5bc-4171-94a4-81b4f8bd658b expected_provisions=N 1200-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-010)","","","","","","","","","",""
"EXACT-011","hy","exact_law_article","knowledge_base","current","true","train","N 548-Ա","expected_document_ids=bef9bba6-98bf-43e7-9589-6444f3249401 expected_provisions=N 548-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-011)","","","","","","","","","",""
"EXACT-012","hy","exact_law_article","knowledge_base","current","true","train","N 1054-Ա","expected_document_ids=bf6a8241-7d47-4c7f-b69e-bdfc56cccc47 expected_provisions=N 1054-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-012)","","","","","","","","","",""
"EXACT-013","hy","exact_law_article","knowledge_base","current","true","train","N 1025-Ա","expected_document_ids=c1f47562-939c-4f66-b7bf-853164db88f3 expected_provisions=N 1025-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-013)","","","","","","","","","",""
"EXACT-014","hy","exact_law_article","knowledge_base","current","true","train","N 1505-Ա","expected_document_ids=c24a4e5e-01ed-4503-ab94-26b8bb09103f expected_provisions=N 1505-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-014)","","","","","","","","","",""
"EXACT-015","hy","exact_law_article","knowledge_base","current","true","train","N 1074-Ա","expected_document_ids=c2b37df1-9922-4bcd-b561-ec78872add94 expected_provisions=N 1074-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-015)","","","","","","","","","",""
"EXACT-016","hy","exact_law_article","knowledge_base","current","true","train","N 1165-Ն","expected_document_ids=c52f6c11-bc86-4577-af06-e001b2554a3c expected_provisions=N 1165-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-016)","","","","","","","","","",""
"EXACT-017","hy","exact_law_article","knowledge_base","current","true","train","N 990-Ն","expected_document_ids=c63b21e9-5a7f-4e22-8116-1b1368c1476d expected_provisions=N 990-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-017)","","","","","","","","","",""
"EXACT-018","hy","exact_law_article","knowledge_base","current","true","train","N 1179-Ա","expected_document_ids=c76453ca-0006-4475-9dda-7f4d88c68fdd expected_provisions=N 1179-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-018)","","","","","","","","","",""
"EXACT-019","hy","exact_law_article","knowledge_base","current","true","dev","N 1193-Ա","expected_document_ids=c828ad1f-1d37-441b-8434-07d6155bfaf2 expected_provisions=N 1193-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-019)","","","","","","","","","",""
"EXACT-020","hy","exact_law_article","knowledge_base","current","true","dev","N 1009-Ա","expected_document_ids=c8584bf6-37d7-43e4-85fd-17ab9393bcbb expected_provisions=N 1009-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-020)","","","","","","","","","",""
"EXACT-021","hy","exact_law_article","knowledge_base","current","true","dev","N 1161-Ա","expected_document_ids=c9ab9d68-ed9a-4a6a-b2b7-ea0b5d1bfd4f expected_provisions=N 1161-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-021)","","","","","","","","","",""
"EXACT-022","hy","exact_law_article","knowledge_base","current","true","dev","N 2319-Ա","expected_document_ids=cc9be0b3-4405-4f67-a7e3-7d5d23190d1f expected_provisions=N 2319-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-022)","","","","","","","","","",""
"EXACT-023","hy","exact_law_article","knowledge_base","current","true","dev","N 279-Ն","expected_document_ids=cf5fe697-8116-4c50-a8f8-fa39f8ca50dd expected_provisions=N 279-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-023)","","","","","","","","","",""
"EXACT-024","hy","exact_law_article","knowledge_base","current","true","dev","N 1048-Ն","expected_document_ids=cfc6f6cf-d8e8-4692-8080-381d687e81c4 expected_provisions=N 1048-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-024)","","","","","","","","","",""
"EXACT-025","hy","exact_law_article","knowledge_base","current","true","test","N 1070-Ա","expected_document_ids=d1085522-caa0-4551-9455-7088ee5a37bb expected_provisions=N 1070-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-025)","","","","","","","","","",""
"EXACT-026","hy","exact_law_article","knowledge_base","current","true","test","N 1181-Լ","expected_document_ids=d534cf37-8518-479b-b7ef-022af877ebb8 expected_provisions=N 1181-Լ answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-026)","","","","","","","","","",""
"EXACT-027","hy","exact_law_article","knowledge_base","current","true","test","N 1033-Ա","expected_document_ids=d665b3f4-1c25-48eb-9646-8eacf61e7aa7 expected_provisions=N 1033-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-027)","","","","","","","","","",""
"EXACT-028","hy","exact_law_article","knowledge_base","current","true","test","N 489-Ն","expected_document_ids=db0d8186-e67e-4671-875f-d51d377aefa8 expected_provisions=N 489-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-028)","","","","","","","","","",""
"EXACT-029","hy","exact_law_article","knowledge_base","current","true","test","N 1089-Ա","expected_document_ids=db9c4d6e-8335-4c7c-bf8a-7e65ed9a9423 expected_provisions=N 1089-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-029)","","","","","","","","","",""
"EXACT-030","hy","exact_law_article","knowledge_base","current","true","test","N 482-Ա","expected_document_ids=dcf835ce-e640-46b7-a617-8e850ae52f78 expected_provisions=N 482-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=EXACT-030)","","","","","","","","","",""
"RU-HY-001","ru","russian_to_armenian","knowledge_base","current","true","train","N 1008-Ա","expected_document_ids=e07ad0e0-10a8-4211-9acd-4bb5f3869ecc expected_provisions=N 1008-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=RU-HY-001)","","","","","","","","","",""
"RU-HY-002","ru","russian_to_armenian","knowledge_base","current","true","train","N 1027-Լ","expected_document_ids=e147cb40-d8c0-43f2-81a5-14e6540b12a8 expected_provisions=N 1027-Լ answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=RU-HY-002)","","","","","","","","","",""
"RU-HY-003","ru","russian_to_armenian","knowledge_base","current","true","train","N 1104-Ա","expected_document_ids=e410e496-deef-4c2f-b1f7-2b5d10556eaa expected_provisions=N 1104-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=RU-HY-003)","","","","","","","","","",""
"RU-HY-004","ru","russian_to_armenian","knowledge_base","current","true","train","N 1060-Ա","expected_document_ids=e4e9d8b6-4f6b-4426-b81e-0f12975c890d expected_provisions=N 1060-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=RU-HY-004)","","","","","","","","","",""
"RU-HY-005","ru","russian_to_armenian","knowledge_base","current","true","train","թիվ 128","expected_document_ids=e5958ea2-6c0b-4f73-a304-ce1031c4d20a expected_provisions=թիվ 128 answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=RU-HY-005)","","","","","","","","","",""
"RU-HY-006","ru","russian_to_armenian","knowledge_base","current","true","train","N 2356-Ա","expected_document_ids=e5c9a098-70f5-486b-b6b2-31f73a453215 expected_provisions=N 2356-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=RU-HY-006)","","","","","","","","","",""
"RU-HY-007","ru","russian_to_armenian","knowledge_base","current","true","train","N 2072-Ա","expected_document_ids=e60db4c6-d281-4bac-a4ce-3812c34ea6da expected_provisions=N 2072-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=RU-HY-007)","","","","","","","","","",""
"RU-HY-008","ru","russian_to_armenian","knowledge_base","current","true","train","N 1023-Ա","expected_document_ids=e892cb89-41a9-450f-a532-22334ff6ed06 expected_provisions=N 1023-Ա answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=RU-HY-008)","","","","","","","","","",""
"RU-HY-009","ru","russian_to_armenian","knowledge_base","current","true","train","N 835-Ն","expected_document_ids=e93380cc-a4c3-4638-a7ba-47f61553244f expected_provisions=N 835-Ն answerable=true","AUDIT_REPORTS/artifacts/prompt19_3_review/review_batch_a.jsonl (query_id=RU-HY-009)","","","","","","","","","",""
